

Generation: 1

| chromosome                                                                                                                                                                                                                                             |   id | parents      |
| [0.0, -7.682488718128461e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  608 | (584, 598) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  618 | (584, 584) |
| [0.0, -7.682488718128461e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  619 | (608, 617) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4384952510117802e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  620 | (611, 615) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  621 | (612, 615) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  622 | (612, 617) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  623 | (615, 608) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  624 | (615, 615) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  625 | (612, 617) |

Generation: 78

| chromosome                                                                                                                                                                                                                                             |   id | parents    |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.796511918758824e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  584 | (561, 566) |
| [0.0, -7.682488718128461e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  608 | (584, 598) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  626 | (618, 621) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  627 | (619, 621) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  628 | (619, 621) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  629 | (624, 584) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  630 | (621, 618) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  631 | (618, 608) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  632 | (618, 619) |
| [0.0, -7.682488718128461e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  633 | (619, 619) |

Generation: 79

| chromosome                                                                                                                                                                                                                                            |   id | parents    |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.705980110946451e-13, -2.2567138694668312e-13, 3.603531624116694e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  628 | (619, 621) |
| [0.0, -7.796511918758824e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  584 | (561, 566) |
| [0.0, -7.705980110946451e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  634 | (630, 628) |
| [0.0, -7.705980110946451e-13, -2.2567138694668312e-13, 3.603531624116694e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  635 | (628, 628) |
| [0.0, -7.682488718128461e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.3927103519565415e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  636 | (608, 633) |
| [0.0, -7.682488718128461e-13, -2.2035014893277798e-13, 3.550715802615738e-11, 1.3927103519565415e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  637 | (608, 608) |
| [0.0, -7.682488718128461e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  638 | (633, 629) |
| [0.0, -7.796511918758824e-13, -2.2567138694668312e-13, 3.603531624116694e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  639 | (584, 628) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  640 | (630, 630) |
| [0.0, -7.682488718128461e-13, -2.2035014893277798e-13, 3.550715802615738e-11, 1.3927103519565415e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  641 | (608, 608) |

Generation: 80

| chromosome                                                                                                                                                                                                                                             |   id | parents    |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.682488718128461e-13, -2.2035014893277798e-13, 3.550715802615738e-11, 1.4833837047863788e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  641 | (608, 608) |
| [0.0, -7.705980110946451e-13, -2.2567138694668312e-13, 3.603531624116694e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  628 | (619, 621) |
| [0.0, -7.796511918758824e-13, -2.2567138694668312e-13, 3.5907968180728564e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0133258796339616e-15, 2.9559873746683146e-05, -2.0114152540067826e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  642 | (628, 584) |
| [0.0, -7.705980110946451e-13, -2.2567138694668312e-13, 3.603531624116694e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  643 | (628, 584) |
| [0.0, -7.705980110946451e-13, -2.2035014893277798e-13, 3.550715802615738e-11, 1.3927103519565415e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  644 | (637, 628) |
| [0.0, -7.796511918758824e-13, -2.2567138694668312e-13, 3.5907968180728564e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0133258796339616e-15, 2.9559873746683146e-05, -2.0114152540067826e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  645 | (584, 584) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.5907968180728564e-11, 1.4253700975440775e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0114152540067826e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  646 | (584, 640) |
| [0.0, -7.796511918758824e-13, -2.2567138694668312e-13, 3.5907968180728564e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0114152540067826e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  647 | (640, 584) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.603531624116694e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  648 | (628, 640) |
| [0.0, -7.705980110946451e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4833837047863788e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  649 | (628, 641) |

Generation: 81

| chromosome                                                                                                                                                                                                                                             |   id | parents    |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.682488718128461e-13, -2.2490725252938387e-13, 3.550715802615738e-11, 1.4833837047863788e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  641 | (608, 608) |
| [0.0, -7.705980110946451e-13, -2.326380238339568e-13, 3.550715802615738e-11, 1.4833837047863788e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  649 | (628, 641) |
| [0.0, -7.796511918758824e-13, -2.2567138694668312e-13, 3.5907968180728564e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0133258796339616e-15, 2.9559873746683146e-05, -2.0135791571551055e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  650 | (642, 642) |
| [0.0, -7.705980110946451e-13, -2.326380238339568e-13, 3.550715802615738e-11, 1.4833837047863788e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  651 | (649, 649) |
| [0.0, -7.796511918758824e-13, -2.2567138694668312e-13, 3.5907968180728564e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0135791571551055e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  652 | (648, 642) |
| [0.0, -7.796511918758824e-13, -2.2567138694668312e-13, 3.5907968180728564e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0133258796339616e-15, 2.9559873746683146e-05, -2.0135791571551055e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  653 | (642, 642) |
| [0.0, -7.705980110946451e-13, -2.326380238339568e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4449172281437088e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  654 | (643, 649) |
| [0.0, -7.705980110946451e-13, -2.2567138694668312e-13, 3.5907968180728564e-11, 1.4833837047863788e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  655 | (649, 642) |
| [0.0, -7.682488718128461e-13, -2.2567138694668312e-13, 3.603531624116694e-11, 1.4833837047863788e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  656 | (641, 648) |
| [0.0, -7.682488718128461e-13, -2.2490725252938387e-13, 3.5907968180728564e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0135791571551055e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  657 | (642, 641) |

Generation: 82

| chromosome                                                                                                                                                                                                                                             |   id | parents    |
