

Generation: 1

| chromosome                                                                                                                                                                                                                                             |   id | parents      |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  498 | (491, 493) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  546 | (541, 541) |
| [0.0, -7.737603767833553e-13, -2.2106350305296602e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  547 | (542, 540) |
| [0.0, -7.737603767833553e-13, -2.2106350305296602e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  548 | (540, 542) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  549 | (536, 536) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  550 | (541, 498) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  551 | (540, 536) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.514160219053492e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  552 | (541, 540) |
| [0.0, -7.737603767833553e-13, -2.2106350305296602e-13, 3.550715802615738e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  553 | (542, 536) |

Generation: 69

| chromosome                                                                                                                                                                                                                                             |   id | parents    |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  536 | (525, 526) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  549 | (536, 536) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  554 | (549, 549) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  555 | (546, 536) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  556 | (536, 536) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]   |  557 | (549, 546) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.549257056728882e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  558 | (549, 551) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  559 | (549, 546) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.022660264543979e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  560 | (546, 546) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  561 | (546, 553) |

Generation: 70

| chromosome                                                                                                                                                                                                                                             |   id | parents    |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.339819080096588e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  561 | (546, 553) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  549 | (536, 536) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  562 | (549, 559) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  563 | (556, 559) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  564 | (559, 559) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4898173736770116e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  565 | (549, 556) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  566 | (561, 549) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  567 | (559, 558) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  568 | (558, 557) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  569 | (559, 561) |

Generation: 71

| chromosome                                                                                                                                                                                                                                             |   id | parents    |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.339819080096588e-11, 1.5507266729967232e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  561 | (546, 553) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  566 | (561, 549) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.339819080096588e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  570 | (567, 561) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  571 | (549, 567) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.339819080096588e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  572 | (567, 561) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  573 | (567, 561) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  574 | (564, 567) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  575 | (549, 564) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  576 | (563, 566) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  577 | (567, 563) |

Generation: 72

| chromosome                                                                                                                                                                                                                                             |   id | parents    |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.339819080096588e-11, 1.5507266729967232e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  561 | (546, 553) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  566 | (561, 549) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  578 | (573, 576) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  579 | (576, 566) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.339819080096588e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  580 | (561, 566) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4582963705890363e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  581 | (573, 570) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  582 | (576, 571) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  583 | (576, 561) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  584 | (561, 566) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  585 | (576, 573) |

Generation: 73

| chromosome                                                                                                                                                                                                                                             |   id | parents    |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  566 | (561, 549) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  584 | (561, 566) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  586 | (566, 583) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  587 | (584, 566) |
| [0.0, -7.737603767833553e-13, -2.2441405111728972e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  588 | (583, 585) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  589 | (585, 584) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  590 | (580, 585) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  591 | (585, 583) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  592 | (583, 584) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  593 | (584, 579) |

Generation: 74

| chromosome                                                                                                                                                                                                                                             |   id | parents    |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.703734772736015e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  566 | (561, 549) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  584 | (561, 566) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  594 | (586, 586) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  595 | (584, 584) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  596 | (587, 587) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  597 | (586, 586) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  598 | (586, 592) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  599 | (584, 586) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  600 | (584, 584) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  601 | (566, 584) |

Generation: 75

| chromosome                                                                                                                                                                                                                                             |   id | parents    |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  584 | (561, 566) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  595 | (584, 584) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  602 | (594, 594) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  603 | (594, 599) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  604 | (584, 595) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  605 | (597, 597) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  606 | (599, 594) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  607 | (599, 598) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  608 | (584, 598) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  609 | (595, 599) |

Generation: 76

| chromosome                                                                                                                                                                                                                                             |   id | parents    |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  584 | (561, 566) |
| [0.0, -7.682488718128461e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  608 | (584, 598) |
| [0.0, -7.682488718128461e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0170835958394436e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  610 | (608, 607) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4384952510117802e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  611 | (604, 604) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  612 | (607, 606) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0170835958394436e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  613 | (607, 608) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0062283688236302e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  614 | (604, 609) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  615 | (584, 584) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0062283688236302e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  616 | (607, 609) |
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.4393085663286795e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0188163191637585e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10] |  617 | (606, 607) |

Generation: 77

| chromosome                                                                                                                                                                                                                                             |   id | parents    |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|
| [0.0, -7.737603767833553e-13, -2.2567138694668312e-13, 3.550715802615738e-11, 1.4646649711370812e-10, -1.4627993286033229e-15, 1.0143211303393698e-15, 2.9559873746683146e-05, -2.0202088064864084e-06, -1.95108132472524e-08, 9.827671833722739e-10]  |  584 | (561, 566) |
