

Generation: 0

| chromosome                                                                                                                                                                                                                                               | train   | val   |     fitness |   id | parents      |
| [0.0, -8.136656895481618e-13, -2.3122247137822454e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0182119995533803e-09]  |  174 | (162, 157) | 6.68285e+10 | 2.23464e+11 | 1.45146e+11 |
| [0.0, -8.180225732909152e-13, -2.3122247137822454e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.878066020952307e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]  |  171 | (157, 168) | 6.61889e+10 | 2.30312e+11 | 1.4825e+11  |
| [0.0, -8.054709714731461e-13, -2.3122247137822454e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.7889509393747566e-08, 1.0114536553207675e-09] |  172 | (162, 162) | 8.3159e+10  | 3.2978e+11  | 2.0647e+11  |
| [0.0, -8.136656895481618e-13, -2.3122247137822454e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0910031976517426e-09]  |  173 | (168, 158) | 2.2441e+12  | 6.04816e+12 | 4.14613e+12 |

Generation: 22

| chromosome                                                                                                                                                                                                                                              |   id | parents    |       train |         val |     fitness |
|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -8.123232184379924e-13, -2.3122247137822454e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5735938324246946e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]  |  178 | (170, 175) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.123232184379924e-13, -2.277095572433984e-13, 3.016974974562904e-11, -1.0245644054150831e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0182119995533803e-09]   |  179 | (170, 157) | 8.8895e+10  | 1.66224e+11 | 1.27559e+11 |
| [0.0, -8.191884437681293e-13, -2.277095572433984e-13, 3.016974974562904e-11, -1.0844159774181212e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0182119995533803e-09]   |  182 | (170, 157) | 8.8895e+10  | 1.66224e+11 | 1.27559e+11 |
| [0.0, -8.136656895481618e-13, -2.277095572433984e-13, 3.016974974562904e-11, -1.0844159774181212e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0182119995533803e-09]   |  184 | (157, 170) | 8.8895e+10  | 1.66224e+11 | 1.27559e+11 |
| [0.0, -8.136656895481618e-13, -2.277064949241976e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0182119995533803e-09]   |  183 | (177, 170) | 8.8895e+10  | 1.66224e+11 | 1.27559e+11 |
| [0.0, -8.136656895481618e-13, -2.3122247137822454e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0182119995533803e-09]  |  185 | (157, 175) | 8.8895e+10  | 1.66224e+11 | 1.27559e+11 |
| [0.0, -8.136656895481618e-13, -2.3424465039476193e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.8399136558923543e-08, 1.0182119995533803e-09] |  181 | (177, 158) | 7.94704e+10 | 1.76732e+11 | 1.28101e+11 |
| [0.0, -8.136656895481618e-13, -2.3122247137822454e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.9950630199198096e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09] |  175 | (157, 158) | 7.25565e+10 | 1.90407e+11 | 1.31482e+11 |
| [0.0, -8.114798983646035e-13, -2.3122247137822454e-13, 3.016974974562904e-11, -1.0782815626913438e-10, -1.6007231133872093e-15, 9.825173493719075e-16, 3.0299900425141738e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09] |  180 | (176, 157) | 6.73051e+10 | 2.23655e+11 | 1.4548e+11  |
| [0.0, -8.136656895481618e-13, -2.292328835174259e-13, 2.998372605582703e-11, -1.1328480986413434e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1105555970659143e-06, -1.845017375220402e-08, 1.0182119995533803e-09]   |  158 | (146, 152) | 6.33227e+10 | 4.9644e+11  | 2.79881e+11 |

Generation: 23

| chromosome                                                                                                                                                                                                                                             |   id | parents    |       train |         val |     fitness |
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -8.123232184379924e-13, -2.3122247137822454e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5735938324246946e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09] |  178 | (170, 175) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.123232184379924e-13, -2.3122247137822454e-13, 2.945135377686127e-11, -1.0245644054150831e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09] |  191 | (179, 178) | 8.60519e+10 | 1.68799e+11 | 1.27425e+11 |
| [0.0, -8.123232184379924e-13, -2.2480846700682581e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09] |  186 | (183, 178) | 8.60519e+10 | 1.68799e+11 | 1.27425e+11 |
| [0.0, -8.191884437681293e-13, -2.277095572433984e-13, 3.016974974562904e-11, -1.0245644054150831e-10, -1.5817750549954628e-15, 9.908357328998564e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0182119995533803e-09]  |  188 | (179, 182) | 8.8895e+10  | 1.66224e+11 | 1.27559e+11 |
| [0.0, -8.191884437681293e-13, -2.277095572433984e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0182119995533803e-09]  |  187 | (185, 182) | 8.8895e+10  | 1.66224e+11 | 1.27559e+11 |
| [0.0, -8.123232184379924e-13, -2.277064949241976e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0182119995533803e-09]  |  189 | (183, 178) | 8.8895e+10  | 1.66224e+11 | 1.27559e+11 |
| [0.0, -8.083644811347597e-13, -2.277064949241976e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0182119995533803e-09]  |  192 | (182, 183) | 8.8895e+10  | 1.66224e+11 | 1.27559e+11 |
| [0.0, -8.136656895481618e-13, -2.3122247137822454e-13, 3.016974974562904e-11, -1.1459101008459023e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0182119995533803e-09] |  193 | (182, 185) | 8.8895e+10  | 1.66224e+11 | 1.27559e+11 |
| [0.0, -8.123232184379924e-13, -2.277095572433984e-13, 3.016974974562904e-11, -1.0245644054150831e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.915652541544024e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0182119995533803e-09]  |  179 | (170, 157) | 1.23889e+11 | 1.63547e+11 | 1.43718e+11 |
| [0.0, -8.136656895481618e-13, -2.3122247137822454e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0985633296459565e-09] |  190 | (185, 178) | 2.34967e+12 | 6.28546e+12 | 4.31756e+12 |

Generation: 24

| chromosome                                                                                                                                                                                                                                              |   id | parents    |       train |         val |     fitness |
|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -8.123232184379924e-13, -2.3122247137822454e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5735938324246946e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]  |  178 | (170, 175) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.123232184379924e-13, -2.3122247137822454e-13, 2.945135377686127e-11, -1.0370877099027055e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]  |  201 | (191, 178) | 8.60519e+10 | 1.68799e+11 | 1.27425e+11 |
| [0.0, -8.191884437681293e-13, -2.277095572433984e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]   |  195 | (186, 187) | 8.60519e+10 | 1.68799e+11 | 1.27425e+11 |
| [0.0, -8.123232184379924e-13, -2.3122247137822454e-13, 2.9602630097579976e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09] |  194 | (178, 186) | 8.60519e+10 | 1.68799e+11 | 1.27425e+11 |
| [0.0, -8.123232184379924e-13, -2.277064949241976e-13, 3.016974974562904e-11, -1.1356752970352729e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0182119995533803e-09]   |  199 | (189, 187) | 8.8895e+10  | 1.66224e+11 | 1.27559e+11 |
| [0.0, -8.123232184379924e-13, -2.277095572433984e-13, 3.016974974562904e-11, -1.0245644054150831e-10, -1.5817750549954628e-15, 9.908357328998564e-16, 2.9865622872751135e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0182119995533803e-09]  |  197 | (188, 189) | 7.74948e+10 | 1.79197e+11 | 1.28346e+11 |
| [0.0, -8.123232184379924e-13, -2.277095572433984e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.152544651471832e-06, -1.847010576944937e-08, 1.0182119995533803e-09]    |  196 | (186, 187) | 1.05754e+11 | 1.59854e+11 | 1.32804e+11 |
| [0.0, -8.191884437681293e-13, -2.277095572433984e-13, 3.016974974562904e-11, -1.0531244600004829e-10, -1.5817750549954628e-15, 9.908357328998564e-16, 3.0191097159625864e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0182119995533803e-09]  |  200 | (188, 187) | 6.82351e+10 | 2.099e+11   | 1.39068e+11 |
| [0.0, -8.123232184379924e-13, -2.277064949241976e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.897167351106343e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0182119995533803e-09]   |  198 | (189, 189) | 1.41889e+11 | 1.71009e+11 | 1.56449e+11 |
| [0.0, -8.123232184379924e-13, -2.3122247137822454e-13, 2.945135377686127e-11, -1.0245644054150831e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 3.0198476844843408e-05, -2.05234803591432e-06, -1.845017375220402e-08, 1.0182119995533803e-09]   |  191 | (179, 178) | 6.50128e+11 | 2.30812e+12 | 1.47912e+12 |

Generation: 25

| chromosome                                                                                                                                                                                                                                              |   id | parents    |       train |         val |     fitness |
|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
| [0.0, -8.123232184379924e-13, -2.3122247137822454e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5735938324246946e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]  |  178 | (170, 175) | 8.4576e+10  | 1.70253e+11 | 1.27414e+11 |
| [0.0, -8.123232184379924e-13, -2.277095572433984e-13, 3.016974974562904e-11, -1.0370877099027055e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]   |  208 | (201, 195) | 8.60519e+10 | 1.68799e+11 | 1.27425e+11 |
| [0.0, -8.123232184379924e-13, -2.3122247137822454e-13, 2.945135377686127e-11, -1.0370877099027055e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]  |  201 | (191, 178) | 8.60519e+10 | 1.68799e+11 | 1.27425e+11 |
| [0.0, -8.191884437681293e-13, -2.277095572433984e-13, 2.9602630097579976e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09]  |  206 | (195, 194) | 8.60519e+10 | 1.68799e+11 | 1.27425e+11 |
| [0.0, -8.123232184379924e-13, -2.3122247137822454e-13, 2.9602630097579976e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.845017375220402e-08, 1.0182119995533803e-09] |  207 | (201, 194) | 8.60519e+10 | 1.68799e+11 | 1.27425e+11 |
| [0.0, -8.123232184379924e-13, -2.3122247137822454e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5701661276426792e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0182119995533803e-09]  |  202 | (194, 199) | 8.6705e+10  | 1.68149e+11 | 1.27427e+11 |
| [0.0, -8.123232184379924e-13, -2.3122247137822454e-13, 3.1163355795737e-11, -1.0245644054150831e-10, -1.5735938324246946e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0182119995533803e-09]    |  203 | (197, 178) | 8.73414e+10 | 1.6757e+11  | 1.27456e+11 |
| [0.0, -8.123232184379924e-13, -2.3122247137822454e-13, 3.016974974562904e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.847010576944937e-08, 1.0182119995533803e-09]  |  205 | (194, 199) | 8.8895e+10  | 1.66224e+11 | 1.27559e+11 |
| [0.0, -8.123232184379924e-13, -2.277064949241976e-13, 2.9602630097579976e-11, -1.1356752970352729e-10, -1.5817750549954628e-15, 9.810423782267882e-16, 2.963049913966879e-05, -2.1485496217728127e-06, -1.9063559104222695e-08, 1.0182119995533803e-09] |  209 | (199, 194) | 2.43753e+11 | 2.24144e+11 | 2.33948e+11 |
| [0.0, -8.123232184379924e-13, -2.3122247137822454e-13, 2.90061438029863e-11, -1.1092505134172915e-10, -1.5817750549954628e-15, 9.825173493719075e-16, 2.963049913966879e-05, -2.245736630781165e-06, -1.845017375220402e-08, 1.0182119995533803e-09]    |  204 | (194, 194) | 1.2291e+12  | 1.4341e+12  | 1.3316e+12  |

Generation: 26

| chromosome                                                                                                                                                                                                                                              |   id | parents    |       train |         val |     fitness |
|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------|-------------|-------------|-------------|
